	sentiment	content
17729	sadness	oh dang drag me to hell came out today didnt it man i wish i remembered i would have gone and seen it 
17731	worry	i left my ipod in the car so now its all warm 
17733	sadness	 i had an account at a local comic store that i ran to 4k  at one time
17735	neutral	 i miss rollerblading down shoreline 
17736	surprise	 wow you are sharing some of my long list 
17737	love	i love my brothers  i miss them i see them tomorrow they  are my rock 
17738	worry	i want to go see drag me to hell tonight  but no one to go with
17740	worry	doesnt feel well and derek wont get me any medicine
17741	sadness	 not much on for the weekend here  off to knox shortly amp definitely must get into the garden  its a wee bit neglected 
17742	sadness	 i wish but nah babe back i home in the atl
17743	worry	i think i may have ruined a friendship this week by getting carried away
17746	fun	   have safe trips and indy is my home
17747	sadness	 i think ill be home more than i want to be next week  no work booked in for the forseeable 
17748	worry	 i guess ill never have it  but the sad thing is that u didnt put an alternate email cause if u dont remember ur secret
17750	sadness	im soooo bored  just fuckin got a new phone and called my man but hes busy and one else bored
17752	worry	 sorry  i wasnt doing the inviting all single women i think 
17753	sadness	just to drive  crazy i miss the big blue selected tweet highlight  i cant tell which tweet is selected anymore
17754	surprise	 well i really cant belive that  xxx
17755	love	 youre always awesome dougie  have a great gig tonight wish i were there again  love you thanks for yesterday
17758	worry	i dont wanna be single the rest of my life
17759	worry	mom is on her way home  but yay for mother son days she even bought some new shoes  haha 
17762	sadness	  i hate when that happens  i hope you figure it out soon
17763	worry	is bored cant go on habbo stupid ban
17765	fun	 well my neck hurts from moving out  you massage me i massage u lol
17766	neutral	all dressed showered and cleanshaven and i have nowhere to go on a friday night
17767	neutral	 ill come to the shop in like an hour  i need to get a pedicure but i dont have time today  probably next week tho
17768	sadness	i fought jered to the death to avoid a wet willy  but he got me anyway   q is coming over  bike ride
17772	surprise	 awwww this made me realize i have to take down my bulletin board too  theres so many memories up there 
17773	worry	feels a sinus headache brewing but cant take drugs 
17774	fun	 good show for you guys   i wish i could be there to see you
17775	worry	goodnight all no ipod still but found my old mp3 player well see how long it holds out for   xxx
17777	sadness	i dont wanna miss the laker game tonight im so sad
17778	fun	 lol i know eric i wont delete you just people i dont really know and never talk  and bands
17780	worry	 in spoke to you yesterday and u didnt respond girl  wassup though
17782	worry	 sleeping in for me is sleeping until 8am  but you know i have 3 kids  
17785	anger	stupid playstation stupid controllers dont work so i cant play kingdom hearts 
17788	neutral	 does this mean youre leaving me
17790	sadness	heading to graduation  i do not like this oh and nick ill be looking for you 
17793	love	havent used twitter in awhile  bgt drawing summer finals
17794	anger	ugh blisters on both my big toes and on both my legs and my shoulders are raw as shit  my life sucks right now
17799	worry	not ready to say goodbye to spring awakening tomorrow  ugh  anyone else going to be there
17801	sadness	bored out of my mind  lol
17802	sadness	i called kris he didnt pick up i feel really bad ha ha
17803	worry	 why has it been so long since i have talked to you let alone seen you it makes me sad
17805	worry	i am having serious cig craving  head for kitchen let the non smoker weight gain begin
17807	worry	omg really i just ran into a wall
17809	worry	is it sad that im a little sad it was the last day of school  i am so ready to be done with it but saying goodbye is hard 
17810	sadness	i guess the relaxing dinner and a movie is out for tonight i was looking forward to that after my day at work
17811	neutral	 they really do  it is a crying shame 
17812	fun	the hangover that movie is gonna be hilarious  wish i could see it with the crew
17815	worry	wish i had time to make it to the cfi lecture tonight after basketball
17817	worry	well  all my slacking off earned me a d and a c   but at least everything else are as and bs   next school year all bs and as esh
17819	worry	 i think only 23   i get confused easy tho  lol i hope so if so two stopped following me 2  i know one did already 
17821	worry	going through security already miss my baby 
17822	sadness	ugh have to report again monday
17824	anger	ok so im fuckin hungry   im fat i know i know  aha
17825	worry	im not doing the hunt i was in the middle of making it but all my work got erased  sry guys now i look like a idiot for replying 2 all u
17826	neutral	 very long by the sounds of things  but deadlines are deadlines 
17827	neutral	ok so ive now got a bit of a bad back after lifting all drum hardware into my car   downer 
17829	anger	my sisters fucking pc just blued screened me
17830	worry	 more than welcome would love to do more physically but family life doesnt allow
17831	worry	 why arent you at blue martini with me
17832	fun	 good luck with the footage  none of the stations are breaking in live with it
17833	neutral	 i keep trying to get through but i cant
17836	worry	just wrote another song but i ran out of ideas so this one is a bit crap
17841	sadness	bah a coworker ran into work late and her bag smacked into my knee  it really hurts now
17842	sadness	 unfortunately for us it looks like there are no funny people on twitter  should we move to fb or start our own flitter
17845	sadness	 crap  i always forget you are on here
17846	worry	i cant afford life right now  everything i want to do is too expensive
17847	sadness	 haha youre so funny mikee   youre probably the only mike ill ever like  sad thoughts
17848	sadness	damn i wish i was at botcon with everyone 
17850	worry	has made a decision and will stick to it although im really not sure its the right one
17852	worry	     my bracelet broke today too 
17853	worry	 i would love to call you but i live in norway so its a little hard
17854	worry	can i just go to sleep and wake up in december when my house is all organized and the baby is here  feeling like poo today
17855	worry	 he already got a shot at having his own show and didnt prove himself
17860	worry	looking for the  in coal harbour  cant find it
17862	love	 nooo poor cat  he just wants a cuddle  or food its hard to tell
17863	fun	 that was good   but mean  haha
17864	sadness	2 days amp 5 text messages this month
17866	worry	 i wish i could be there too much going on   sad day
17867	worry	 are you still taking calls we were next to talk to you and we got disconnected before you got now 
17869	surprise	 no idea what that means bb
17870	sadness	ugh  my back is killing me 
17874	neutral	rain is moving in from the west  thwarted plans for a wee nap outside
17875	worry	 wish i was but im in chicago
17877	worry	just left amp already misses nashville  be back sunday
17878	anger	 of course youd be going there when im not there
17880	worry	 poor little woman with her smushed in head
17882	worry	i think i lost all of my blog posts
17885	sadness	bored to tears without my boys they are at their dads for a week
17886	anger	i am going to be sooooo busy today its not funny  i hate busy days
17887	worry	off to bed with my sore nipples
17889	worry	  i wanted to beta test but saw the thread after the results were announced
17892	sadness	 nurofen and marijuana usually  but im lacking the latter currently 
